event_name,fighter_1,fighter_2,winner,method,fighter_1_kd,fighter_1_sig_str,f1_sig_head,f1_sig_body,f1_sig_leg,f1_sig_distance,f1_sig_clinch,f1_sig_ground,fighter_1_td,fighter_1_sub_att,fighter_1_rev,fighter_1_ctrl,fighter_2_kd,fighter_2_sig_str,f2_sig_head,f2_sig_body,f2_sig_leg,f2_sig_distance,f2_sig_clinch,f2_sig_ground,fighter_2_td,fighter_2_sub_att,fighter_2_rev,fighter_2_ctrl,round_num,time
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,Ryan McGillivray,Shamar Bailey,Shamar Bailey, Decision - Unanimous ,0,0.2,0.89,0.1,0.0,0.94,0.0,0.05,0.0,0,0,0.0,0,0.47,0.63,0.27,0.09,0.6,0.24,0.15,0.55,0,0,9.21,3,5:00
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,Josh Grispi,George Roop,George Roop, KO/TKO ,0,0.39,0.36,0.09,0.54,0.72,0.0,0.27,0.8,0,0,4.51,1,0.64,0.7,0.24,0.05,0.29,0.18,0.51,0.0,0,0,6.03,3,3:14
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,Danny Downes,Jeremy Stephens,Jeremy Stephens, Decision - Unanimous ,0,0.36,0.28,0.5,0.21,0.53,0.46,0.0,0.0,1,0,0.28,0,0.62,0.7,0.18,0.1,0.54,0.29,0.16,0.75,3,0,8.16,3,5:00
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,Chuck O'Neil,Chris Cope,Chris Cope, Decision - Unanimous ,0,0.37,0.38,0.19,0.42,0.87,0.12,0.0,0.0,0,0,1.44,0,0.27,0.43,0.28,0.27,0.86,0.13,0.0,0.0,0,0,0.35,3,5:00
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,Fabio Maldonado,Kyle Kingsbury,Kyle Kingsbury, Decision - Unanimous ,0,0.54,0.57,0.41,0.01,0.8,0.17,0.01,1.0,2,1,1.34,0,0.49,0.45,0.25,0.29,0.69,0.27,0.03,0.35,0,0,2.37,3,5:00
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,Ed Herman,Tim Credeur,Ed Herman, KO/TKO ,1,0.57,1.0,0.0,0.0,0.54,0.09,0.36,0.0,0,0,0.03,0,0.45,0.81,0.0,0.18,1.0,0.0,0.0,0.0,0,0,0.0,1,0:48
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,Clay Guida,Anthony Pettis,Clay Guida, Decision - Unanimous ,0,0.29,0.42,0.1,0.47,0.42,0.26,0.31,0.62,0,1,10.17,0,0.27,0.85,0.0,0.14,0.78,0.07,0.14,0.0,1,0,0.41,3,5:00
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,Ramsey Nijem,Tony Ferguson,Tony Ferguson, KO/TKO ,0,0.21,0.83,0.16,0.0,1.0,0.0,0.0,0.0,0,0,0.0,1,0.55,0.9,0.04,0.04,0.66,0.09,0.23,0.66,0,0,1.14,1,3:54
UFC 130: Rampage vs Hamill,Michael McDonald,Chris Cariaso,Michael McDonald, Decision - Split ,0,0.47,0.59,0.12,0.28,0.93,0.0,0.06,0.5,0,0,2.09,0,0.51,0.27,0.38,0.34,0.97,0.02,0.0,0.25,0,0,1.38,3,5:00
UFC 130: Rampage vs Hamill,Gleison Tibau,Rafaello Oliveira,Gleison Tibau, Submission ,1,0.33,0.94,0.05,0.0,0.42,0.1,0.47,1.0,2,0,2.21,0,0.25,0.33,0.5,0.16,0.91,0.08,0.0,0.0,0,0,0.14,2,3:28
UFC 130: Rampage vs Hamill,Kendall Grove,Tim Boetsch,Tim Boetsch, Decision - Unanimous ,0,0.44,0.05,0.6,0.35,0.35,0.6,0.05,0.33,0,0,1.48,0,0.77,0.23,0.47,0.29,0.35,0.47,0.17,0.5,0,1,10.0,3,5:00
UFC 130: Rampage vs Hamill,Miguel Torres,Demetrious Johnson,Demetrious Johnson, Decision - Unanimous ,0,0.52,0.3,0.7,0.0,0.1,0.8,0.1,0.0,3,2,4.33,0,0.56,0.15,0.46,0.38,0.69,0.3,0.0,1.0,0,1,8.4,3,5:00
UFC 130: Rampage vs Hamill,Brian Stann,Jorge Santiago,Brian Stann, KO/TKO ,2,0.47,0.55,0.08,0.36,0.68,0.0,0.31,0.0,0,0,1.42,0,0.32,0.71,0.14,0.14,0.92,0.07,0.0,0.0,0,0,0.15,2,4:29
UFC 130: Rampage vs Hamill,Thiago Alves,Rick Story,Rick Story, Decision - Unanimous ,0,0.36,0.82,0.07,0.09,0.85,0.14,0.0,0.33,0,0,1.0,0,0.36,0.48,0.2,0.3,0.54,0.43,0.01,0.28,0,0,7.39,3,5:00
UFC 130: Rampage vs Hamill,Stefan Struve,Travis Browne,Travis Browne, KO/TKO ,0,0.43,0.4,0.4,0.2,0.8,0.2,0.0,0.0,2,1,0.39,1,0.47,0.52,0.23,0.23,0.58,0.23,0.17,1.0,0,0,1.13,1,4:11
UFC 130: Rampage vs Hamill,Frank Mir,Roy Nelson,Frank Mir, Decision - Unanimous ,0,0.7,0.6,0.34,0.04,0.3,0.47,0.21,0.75,0,0,7.24,0,0.41,0.61,0.14,0.23,0.42,0.57,0.0,0.0,0,0,4.0,3,5:00
UFC 130: Rampage vs Hamill,Quinton Jackson,Matt Hamill,Quinton Jackson, Decision - Unanimous ,0,0.42,0.54,0.38,0.07,0.6,0.4,0.0,0.0,0,0,1.02,0,0.37,0.53,0.03,0.43,0.9,0.09,0.0,0.0,0,0,1.15,3,5:00
UFC 129: St-Pierre vs Shields,John Makdessi,Kyle Watson,John Makdessi, KO/TKO ,1,0.51,0.62,0.18,0.2,0.86,0.14,0.0,0.0,0,0,0.01,0,0.17,0.48,0.24,0.28,0.88,0.12,0.0,0.0,0,0,0.17,3,1:27
UFC 129: St-Pierre vs Shields,Jason MacDonald,Ryan Jensen,Jason MacDonald, Submission ,0,0.0,0.33,0.34,0.33,0.33,0.34,0.33,0.0,1,0,0.39,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.45,1,1:37
UFC 129: St-Pierre vs Shields,Ivan Menjivar,Charlie Valencia,Ivan Menjivar, KO/TKO ,1,0.33,0.62,0.25,0.12,0.0,0.5,0.5,0.0,0,0,0.13,0,0.5,0.2,0.6,0.2,0.4,0.6,0.0,0.0,0,0,0.0,1,1:30
UFC 129: St-Pierre vs Shields,Daniel Roberts,Claude Patrick,Claude Patrick, Decision - Unanimous ,0,0.07,0.0,0.5,0.5,0.83,0.16,0.0,0.25,1,1,4.09,0,0.46,0.44,0.27,0.27,0.44,0.51,0.03,0.8,1,0,4.49,3,5:00
UFC 129: St-Pierre vs Shields,Jake Ellenberger,Sean Pierson,Jake Ellenberger, KO/TKO ,1,0.47,0.66,0.11,0.22,0.77,0.11,0.11,1.0,0,0,0.08,0,0.21,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,1,2:42
UFC 129: St-Pierre vs Shields,Nate Diaz,Rory MacDonald,Rory MacDonald, Decision - Unanimous ,0,0.41,0.38,0.23,0.38,0.3,0.69,0.0,0.0,0,0,2.29,0,0.42,0.52,0.14,0.33,0.52,0.14,0.33,0.7,0,0,5.15,3,5:00
UFC 129: St-Pierre vs Shields,Mark Bocek,Benson Henderson,Benson Henderson, Decision - Unanimous ,0,0.32,0.54,0.27,0.18,0.36,0.36,0.27,0.36,2,1,4.27,0,0.44,0.46,0.33,0.19,0.23,0.53,0.23,0.75,0,0,5.32,3,5:00
UFC 129: St-Pierre vs Shields,Vladimir Matyushenko,Jason Brilz,Vladimir Matyushenko, KO/TKO ,1,0.88,1.0,0.0,0.0,0.62,0.0,0.37,0.0,0,0,0.02,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,1,0:20
UFC 129: St-Pierre vs Shields,Lyoto Machida,Randy Couture,Lyoto Machida, KO/TKO ,1,0.31,0.6,0.2,0.2,0.86,0.06,0.06,0.0,0,0,0.02,0,0.21,0.8,0.2,0.0,1.0,0.0,0.0,0.0,0,0,0.06,2,1:05
UFC 129: St-Pierre vs Shields,Jose Aldo,Mark Hominick,Jose Aldo, Decision - Unanimous ,1,0.43,0.76,0.04,0.19,0.7,0.0,0.29,0.55,1,0,9.13,0,0.39,0.7,0.23,0.05,0.7,0.01,0.28,0.5,0,0,4.18,5,5:00
UFC 129: St-Pierre vs Shields,Georges St-Pierre,Jake Shields,Georges St-Pierre, Decision - Unanimous ,0,0.34,0.63,0.24,0.11,0.96,0.01,0.02,0.66,0,0,0.47,0,0.19,0.43,0.34,0.21,1.0,0.0,0.0,0.0,0,0,0.2,5,5:00
UFC Fight Night: Nogueira vs Davis,Mario Miranda,Aaron Simpson,Aaron Simpson, Decision - Unanimous ,0,0.93,0.42,0.28,0.28,0.21,0.78,0.0,0.0,0,0,1.09,0,0.78,0.2,0.06,0.72,0.05,0.61,0.33,0.38,0,0,12.41,3,5:00
UFC Fight Night: Nogueira vs Davis,Johny Hendricks,TJ Waldburger,Johny Hendricks, KO/TKO ,1,0.87,0.42,0.57,0.0,0.28,0.28,0.42,0.0,0,0,0.26,0,0.33,0.0,0.66,0.33,0.66,0.33,0.0,0.0,0,0,0.31,1,1:35
UFC Fight Night: Nogueira vs Davis,Sean McCorkle,Christian Morecraft,Christian Morecraft, Submission ,0,0.57,0.75,0.25,0.0,0.62,0.0,0.37,0.5,0,0,1.18,0,0.47,0.72,0.13,0.13,0.18,0.13,0.68,0.5,2,1,6.08,2,4:10
UFC Fight Night: Nogueira vs Davis,Michael McDonald,Edwin Figueroa,Michael McDonald, Decision - Unanimous ,0,0.47,0.68,0.17,0.13,0.84,0.09,0.05,1.0,3,0,4.0,0,0.45,0.53,0.35,0.11,0.86,0.02,0.11,0.0,0,2,3.55,3,5:00
UFC Fight Night: Nogueira vs Davis,John Hathaway,Kris McCray,John Hathaway, Decision - Split ,0,0.5,0.65,0.27,0.06,0.53,0.23,0.23,0.5,4,0,4.17,0,0.6,0.31,0.41,0.27,0.39,0.33,0.27,0.42,0,1,7.36,3,5:00
UFC Fight Night: Nogueira vs Davis,Alex Caceres,Mackens Semerzier,Mackens Semerzier, Submission ,0,0.28,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0,0.9,0.77,0.11,0.11,0.22,0.11,0.66,0.6,1,0,2.52,1,3:18
UFC Fight Night: Nogueira vs Davis,Jon Madsen,Mike Russow,Mike Russow, TKO - Doctor's Stoppage ,0,0.45,0.81,0.07,0.11,0.81,0.18,0.0,0.0,0,0,0.0,0,0.46,0.85,0.14,0.0,0.78,0.21,0.0,0.5,0,0,3.26,2,5:00
UFC Fight Night: Nogueira vs Davis,Chan Sung Jung,Leonard Garcia,Chan Sung Jung, Submission ,0,0.3,0.73,0.06,0.2,0.66,0.06,0.26,0.5,1,0,2.42,0,0.17,0.66,0.13,0.2,0.86,0.13,0.0,0.0,0,0,0.0,2,4:59
UFC Fight Night: Nogueira vs Davis,DaMarques Johnson,Amir Sadollah,Amir Sadollah, KO/TKO ,0,0.47,0.85,0.11,0.03,0.66,0.25,0.07,0.5,0,0,2.35,0,0.52,0.7,0.2,0.08,0.35,0.22,0.41,1.0,0,0,3.11,2,3:27
UFC Fight Night: Nogueira vs Davis,Anthony Johnson,Dan Hardy,Anthony Johnson, Decision - Unanimous ,1,0.55,0.85,0.0,0.15,0.15,0.2,0.65,0.8,2,0,12.45,0,0.15,0.5,0.5,0.0,0.5,0.5,0.0,0.0,3,0,0.0,3,5:00
UFC Fight Night: Nogueira vs Davis,Phil Davis,Rogerio Nogueira,Phil Davis, Decision - Unanimous ,0,0.41,0.42,0.38,0.19,0.4,0.11,0.47,0.36,0,0,6.09,0,0.14,0.87,0.0,0.12,1.0,0.0,0.0,0.0,0,0,0.0,3,5:00
UFC 139: Shogun vs Henderson,Danny Castillo,Shamar Bailey,Danny Castillo, KO/TKO ,0,0.64,0.77,0.18,0.04,0.09,0.0,0.9,1.0,0,0,4.36,0,0.75,1.0,0.0,0.0,0.0,0.33,0.66,0.0,0,0,0.0,1,4:52
The Ultimate Fighter: Team Bisping vs Team Miller Finale,Bryan Caraway,Dustin Neace,Bryan Caraway, Submission ,0,0.43,0.56,0.08,0.34,0.95,0.0,0.04,1.0,1,0,3.05,0,0.32,0.55,0.22,0.22,0.83,0.0,0.16,0.0,1,0,0.55,2,3:38
UFC 140: Jones vs Machida,Mitch Clarke,John Cholish,John Cholish, KO/TKO ,0,0.12,0.58,0.11,0.29,0.82,0.17,0.0,0.0,0,0,0.16,0,0.68,0.76,0.05,0.18,0.63,0.05,0.3,0.16,0,2,2.53,2,4:36
UFC 141: Lesnar vs Overeem,Manvel Gamburyan,Diego Nunes,Diego Nunes, Decision - Unanimous ,0,0.33,0.63,0.15,0.21,0.36,0.47,0.15,0.11,0,0,3.31,0,0.46,0.21,0.3,0.47,0.8,0.19,0.0,0.0,0,0,0.55,3,5:00
UFC 142: Aldo vs Mendes,Felipe Arantes,Antonio Carvalho,Felipe Arantes, Decision - Unanimous ,0,0.43,0.67,0.16,0.15,0.88,0.03,0.07,0.0,0,0,2.47,0,0.24,0.56,0.21,0.21,0.81,0.1,0.08,0.0,0,0,2.18,3,5:00
UFC on FX: Guillard vs Miller,Joseph Sandoval,Nick Denis,Nick Denis, KO/TKO ,0,0.75,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,1,0.47,1.0,0.0,0.0,0.63,0.36,0.0,0.0,0,0,0.01,1,0:22
UFC on FOX: Evans vs Davis,Chris Camozzi,Dustin Jacoby,Chris Camozzi, Submission ,0,0.34,0.54,0.09,0.36,0.95,0.04,0.0,0.0,2,0,0.06,0,0.23,0.53,0.23,0.23,0.96,0.03,0.0,0.0,0,0,0.0,3,1:08
UFC 143: Diaz vs Condit,Dan Stittgen,Stephen Thompson,Stephen Thompson, KO/TKO ,0,0.36,0.0,0.12,0.87,1.0,0.0,0.0,0.0,0,0,0.0,1,0.57,0.4,0.31,0.27,0.9,0.0,0.09,0.0,0,0,0.01,1,4:13
UFC on FUEL TV: Sanchez vs Ellenberger,Tim Means,Bernardo Magalhaes,Tim Means, Decision - Unanimous ,0,0.48,0.59,0.37,0.03,0.55,0.25,0.19,0.0,0,0,0.59,0,0.41,0.53,0.17,0.28,1.0,0.0,0.0,0.0,0,1,0.09,3,5:00
UFC 144: Edgar vs Henderson,Zhang Tiequan,Issei Tamura,Issei Tamura, KO/TKO ,0,0.31,0.5,0.0,0.5,1.0,0.0,0.0,0.0,1,0,0.01,2,0.62,1.0,0.0,0.0,0.46,0.0,0.53,0.5,0,0,4.11,2,0:32
UFC on FX: Alves vs Kampmann,Oli Thompson,Shawn Jordan,Shawn Jordan, KO/TKO ,0,0.46,0.51,0.2,0.27,0.96,0.03,0.0,0.0,1,0,0.05,0,0.56,0.89,0.1,0.0,0.87,0.09,0.03,0.0,0,0,1.21,2,3:53
UFC on FUEL TV: Gustafsson vs Silva,Jason Young,Eric Wisely,Jason Young, Decision - Unanimous ,0,0.51,0.43,0.13,0.43,0.4,0.18,0.4,0.66,0,0,8.31,0,0.52,0.41,0.3,0.27,0.91,0.08,0.0,0.0,0,0,0.09,3,5:00
UFC 145: Jones vs Evans,Marcus Brimage,Maximo Blanco,Marcus Brimage, Decision - Split ,0,0.17,0.62,0.08,0.29,1.0,0.0,0.0,0.0,0,0,0.01,0,0.23,0.5,0.22,0.27,0.94,0.05,0.0,0.0,0,0,0.01,3,5:00
UFC on FOX: Diaz vs Miller,Mike Massenzio,Karlos Vemola,Karlos Vemola, Submission ,0,0.4,0.81,0.18,0.0,0.63,0.36,0.0,0.33,0,0,2.37,0,0.41,0.81,0.0,0.18,0.5,0.12,0.37,0.5,2,0,1.05,2,1:07
UFC on FUEL TV: Korean Zombie vs Poirier,Alex Soto,Francisco Rivera,Francisco Rivera, Decision - Unanimous ,0,0.23,0.39,0.48,0.12,0.85,0.09,0.04,0.3,0,0,0.55,1,0.39,0.7,0.19,0.1,0.85,0.13,0.01,0.0,0,0,0.01,3,5:00
UFC 146: Dos Santos vs Mir,Mike Brown,Daniel Pineda,Mike Brown, Decision - Unanimous ,0,0.56,0.6,0.39,0.0,0.44,0.39,0.15,0.4,0,0,6.44,0,0.35,0.78,0.07,0.14,0.75,0.07,0.17,0.33,0,2,3.08,3,5:00
The Ultimate Fighter: Live Finale,John Albert,Erik Perez,Erik Perez, Submission ,0,0.25,0.5,0.33,0.16,0.66,0.33,0.0,0.0,2,0,0.52,0,0.69,0.44,0.38,0.16,0.61,0.11,0.27,0.0,1,1,2.34,1,4:18
The Ultimate Fighter: Live Finale,Joe Proctor,Jeremy Larsen,Joe Proctor, KO/TKO ,1,0.35,0.8,0.1,0.1,0.7,0.1,0.2,0.0,0,0,0.05,0,0.44,0.61,0.38,0.0,1.0,0.0,0.0,0.0,0,0,0.0,1,1:59
The Ultimate Fighter: Live Finale,Cristiano Marcello,Sam Sicilia,Sam Sicilia, KO/TKO ,0,0.43,0.82,0.15,0.02,1.0,0.0,0.0,0.0,0,0,0.05,0,0.35,0.69,0.3,0.0,0.69,0.06,0.24,0.0,0,0,0.28,2,2:53
The Ultimate Fighter: Live Finale,Myles Jury,Chris Saunders,Myles Jury, Submission ,0,0.24,0.41,0.16,0.41,1.0,0.0,0.0,0.0,1,0,0.0,0,0.22,0.16,0.0,0.83,1.0,0.0,0.0,1.0,0,0,0.36,1,4:03
The Ultimate Fighter: Live Finale,Daron Cruickshank,Chris Tickle,Daron Cruickshank, Decision - Unanimous ,0,0.56,0.64,0.17,0.17,0.47,0.0,0.52,0.8,0,2,8.16,0,0.4,0.68,0.18,0.12,0.68,0.06,0.25,0.25,2,1,5.03,3,5:00
The Ultimate Fighter: Live Finale,Justin Lawrence,John Cofer,Justin Lawrence, KO/TKO ,1,0.34,0.81,0.14,0.03,0.85,0.09,0.05,0.33,0,0,0.53,0,0.35,0.55,0.3,0.13,0.86,0.13,0.0,0.5,0,0,0.52,3,0:19
The Ultimate Fighter: Live Finale,Max Holloway,Pat Schilling,Max Holloway, Decision - Unanimous ,1,0.44,0.72,0.25,0.01,0.88,0.06,0.04,0.0,0,0,0.56,0,0.25,0.7,0.18,0.11,1.0,0.0,0.0,0.0,0,0,1.0,3,5:00
The Ultimate Fighter: Live Finale,Jonathan Brookins,Charles Oliveira,Charles Oliveira, Submission ,0,0.36,0.81,0.14,0.03,0.81,0.18,0.0,0.5,1,0,1.07,0,0.55,0.5,0.23,0.26,0.76,0.19,0.04,0.5,1,0,0.59,2,2:42
The Ultimate Fighter: Live Finale,Michael Chiesa,Al Iaquinta,Michael Chiesa, Submission ,0,0.6,0.55,0.11,0.33,1.0,0.0,0.0,0.33,1,0,1.05,0,0.5,0.75,0.12,0.12,1.0,0.0,0.0,0.0,0,0,0.0,1,2:47
The Ultimate Fighter: Live Finale,Jake Ellenberger,Martin Kampmann,Martin Kampmann, KO/TKO ,1,0.38,0.78,0.1,0.1,0.68,0.21,0.1,0.0,0,0,4.08,1,0.41,0.76,0.23,0.0,0.46,0.46,0.07,0.0,0,0,0.29,2,1:40
UFC 146: Dos Santos vs Mir,Kyle Kingsbury,Glover Teixeira,Glover Teixeira, Submission ,0,0.26,0.2,0.4,0.4,0.8,0.2,0.0,0.0,0,0,0.0,0,0.5,0.93,0.06,0.0,0.73,0.0,0.26,0.0,1,0,1.07,1,1:53
UFC 146: Dos Santos vs Mir,Jacob Volkmann,Paul Sass,Paul Sass, Submission ,0,0.4,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0,0,1.31,0,0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2,0,0.01,1,1:54
UFC 146: Dos Santos vs Mir,Dan Hardy,Duane Ludwig,Dan Hardy, KO/TKO ,1,0.62,0.83,0.05,0.11,0.55,0.22,0.22,0.0,0,0,1.28,0,0.44,0.47,0.29,0.23,0.41,0.58,0.0,0.0,0,0,0.0,1,3:51
UFC 146: Dos Santos vs Mir,Jason Miller,CB Dollaway,CB Dollaway, Decision - Unanimous ,0,0.41,0.78,0.21,0.0,0.85,0.07,0.07,0.0,2,0,0.05,0,0.54,0.86,0.06,0.06,0.34,0.17,0.48,0.57,1,0,12.25,3,5:00
UFC 146: Dos Santos vs Mir,Edson Barboza,Jamie Varner,Jamie Varner, KO/TKO ,0,0.64,0.09,0.0,0.9,1.0,0.0,0.0,0.0,0,0,0.0,1,0.57,0.85,0.15,0.0,0.55,0.0,0.45,1.0,0,0,1.11,1,3:23
UFC 146: Dos Santos vs Mir,Stefan Struve,Lavar Johnson,Stefan Struve, Submission ,0,0.0,0.33,0.34,0.33,0.33,0.34,0.33,0.0,1,0,0.0,0,0.57,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0,0,0.53,1,1:05
UFC 146: Dos Santos vs Mir,Diego Brandao,Darren Elkins,Darren Elkins, Decision - Unanimous ,0,0.48,0.86,0.08,0.04,0.39,0.04,0.56,0.0,0,0,4.1,0,0.4,0.75,0.25,0.0,0.38,0.0,0.61,0.16,1,0,6.32,3,5:00
UFC 146: Dos Santos vs Mir,Stipe Miocic,Shane del Rosario,Stipe Miocic, KO/TKO ,0,0.38,0.81,0.12,0.06,0.65,0.0,0.34,1.0,0,0,2.58,0,0.65,0.31,0.43,0.25,0.96,0.03,0.0,0.0,0,0,0.0,2,3:14
UFC 146: Dos Santos vs Mir,Roy Nelson,Dave Herman,Roy Nelson, KO/TKO ,1,0.5,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0,0,0.02,0,0.37,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,1,0:51
UFC 146: Dos Santos vs Mir,Cain Velasquez,Antonio Silva,Cain Velasquez, KO/TKO ,0,0.56,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,3.29,0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0.0,1,3:36
UFC 146: Dos Santos vs Mir,Junior Dos Santos,Frank Mir,Junior Dos Santos, KO/TKO ,1,0.66,0.74,0.25,0.0,0.94,0.0,0.05,0.0,0,0,0.18,0,0.45,0.29,0.11,0.58,1.0,0.0,0.0,0.0,0,0,0.09,2,3:04
UFC on FUEL TV: Korean Zombie vs Poirier,Jeff Curran,Johnny Eduardo,Johnny Eduardo, Decision - Unanimous ,0,0.2,0.67,0.16,0.16,0.96,0.03,0.0,0.0,0,0,0.0,0,0.33,0.49,0.07,0.43,0.96,0.03,0.0,0.0,0,0,0.0,3,5:00
UFC on FUEL TV: Korean Zombie vs Poirier,Rafael Dos Anjos,Kamal Shalorus,Rafael Dos Anjos, Submission ,1,0.5,0.8,0.2,0.0,0.4,0.0,0.6,0.0,1,0,0.35,0,0.16,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0,0,0.0,1,1:40
UFC on FUEL TV: Korean Zombie vs Poirier,TJ Grant,Carlo Prater,TJ Grant, Decision - Unanimous ,0,0.6,0.44,0.39,0.16,0.5,0.35,0.14,0.42,1,0,6.54,0,0.44,0.51,0.11,0.37,0.92,0.07,0.0,0.0,1,1,0.35,3,5:00
UFC on FUEL TV: Korean Zombie vs Poirier,Cody McKenzie,Marcus LeVesseur,Cody McKenzie, Submission ,0,0.14,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2,1,0.02,0,0.5,0.85,0.0,0.14,0.42,0.14,0.42,1.0,1,0,2.1,1,3:05
UFC on FUEL TV: Korean Zombie vs Poirier,Brad Tavares,Dongi Yang,Brad Tavares, Decision - Unanimous ,0,0.24,0.33,0.25,0.41,0.89,0.1,0.0,0.66,0,0,2.18,0,0.38,0.53,0.12,0.34,0.87,0.09,0.03,0.33,0,0,0.34,3,5:00
UFC on FUEL TV: Korean Zombie vs Poirier,Jason MacDonald,Tom Lawlor,Tom Lawlor, KO/TKO ,0,0.12,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.02,1,0.45,1.0,0.0,0.0,0.8,0.0,0.2,0.0,0,0,0.01,1,0:50
UFC on FUEL TV: Korean Zombie vs Poirier,Igor Pokrajac,Fabio Maldonado,Igor Pokrajac, Decision - Unanimous ,0,0.45,0.83,0.02,0.13,0.66,0.27,0.05,0.25,0,0,6.07,0,0.71,0.73,0.26,0.0,0.62,0.37,0.0,0.0,0,0,2.46,3,5:00
UFC on FUEL TV: Korean Zombie vs Poirier,Yves Jabouin,Jeff Hougland,Yves Jabouin, Decision - Unanimous ,1,0.53,0.6,0.34,0.06,0.6,0.02,0.38,0.0,0,0,5.01,0,0.34,0.11,0.22,0.66,1.0,0.0,0.0,0.0,0,0,0.11,3,5:00
UFC on FUEL TV: Korean Zombie vs Poirier,Donald Cerrone,Jeremy Stephens,Donald Cerrone, Decision - Unanimous ,0,0.45,0.4,0.22,0.36,0.97,0.02,0.0,0.33,0,0,0.31,0,0.4,0.52,0.23,0.23,0.95,0.04,0.0,0.0,0,0,0.01,3,5:00
UFC on FOX: Diaz vs Miller,Dennis Bermudez,Pablo Garza,Dennis Bermudez, Decision - Unanimous ,0,0.52,0.73,0.11,0.15,0.15,0.13,0.71,0.88,1,0,13.0,0,0.45,0.62,0.33,0.03,0.29,0.18,0.51,0.0,0,0,0.09,3,5:00
UFC on FOX: Diaz vs Miller,John Hathaway,Pascal Krauss,John Hathaway, Decision - Unanimous ,1,0.44,0.8,0.14,0.04,0.69,0.1,0.2,0.28,0,0,4.59,0,0.34,0.6,0.15,0.24,0.84,0.06,0.09,0.33,0,0,1.45,3,5:00
UFC on FOX: Diaz vs Miller,Louis Gaudinot,John Lineker,Louis Gaudinot, Submission ,0,0.49,0.8,0.16,0.03,0.78,0.03,0.18,1.0,1,0,3.44,0,0.45,0.67,0.26,0.06,0.93,0.03,0.03,0.0,0,0,0.14,2,4:54
UFC on FOX: Diaz vs Miller,Danny Castillo,John Cholish,Danny Castillo, Decision - Unanimous ,0,0.38,0.55,0.17,0.26,0.59,0.34,0.05,0.33,0,0,2.55,0,0.34,0.68,0.06,0.24,0.93,0.06,0.0,0.16,0,0,0.51,3,5:00
UFC on FOX: Diaz vs Miller,John Dodson,Tim Elliott,John Dodson, Decision - Unanimous ,0,0.34,0.67,0.21,0.11,0.97,0.02,0.0,0.5,0,0,0.12,0,0.35,0.81,0.13,0.05,0.84,0.15,0.0,0.0,0,0,0.02,3,5:00
UFC on FUEL TV: Korean Zombie vs Poirier,Chan Sung Jung,Dustin Poirier,Chan Sung Jung, Submission ,0,0.48,0.79,0.16,0.04,0.81,0.06,0.12,1.0,3,0,5.02,0,0.44,0.78,0.01,0.19,0.98,0.01,0.0,0.0,0,2,3.51,4,1:07
UFC on FOX: Diaz vs Miller,Tony Ferguson,Michael Johnson,Michael Johnson, Decision - Unanimous ,0,0.25,0.51,0.15,0.33,1.0,0.0,0.0,0.0,0,0,0.0,1,0.36,0.41,0.32,0.25,0.98,0.01,0.0,0.0,0,0,0.01,3,5:00
UFC on FUEL TV: Korean Zombie vs Poirier,Amir Sadollah,Jorge Lopez,Amir Sadollah, Decision - Split ,0,0.43,0.38,0.36,0.25,0.63,0.36,0.0,0.33,1,0,1.52,0,0.52,0.59,0.18,0.21,0.84,0.12,0.03,0.28,0,0,8.24,3,5:00
UFC on FOX: Diaz vs Miller,Roland Delorme,Nick Denis,Roland Delorme, Submission ,0,0.61,0.53,0.34,0.11,0.69,0.26,0.03,0.2,2,0,0.34,0,0.55,0.62,0.25,0.12,0.33,0.54,0.12,1.0,0,0,2.06,1,4:59
UFC on FOX: Diaz vs Miller,Pat Barry,Lavar Johnson,Lavar Johnson, KO/TKO ,0,0.68,0.73,0.06,0.2,0.6,0.33,0.06,0.0,1,0,2.27,1,0.54,0.82,0.15,0.02,0.05,0.94,0.0,0.0,0,0,0.42,1,4:38
