draws,height_cm,losses,name,reach_cm,stance,strikes_per_min,striking_accuracy,submission_avg,takedown_accuracy,takedown_avg,takedown_defense,weight_kg,wins
,170.18,,Scott Shaffer,,,2.4,0.67,3.0,0.0,0.53,0.72,65.77,
,160.02,,Rosi Sexton,,,3.31,0.39,0.0,0.1,7.42,0.8,61.23,
,187.96,,Dan Severn,,,0.0,0.0,0.0,0.0,0.0,0.0,113.4,
,170.18,,Igor Severino,175.26,,7.17,0.52,0.0,0.71,4.33,0.5,56.7,
,185.42,,Carl Seumanutafa,,,0.0,0.0,0.0,0.0,3.33,0.0,115.67,
,160.02,,Fredy Serrano,165.1,,1.58,0.26,0.0,0.25,1.89,0.84,56.7,
,172.72,,Adrian Serrano,,,0.0,0.0,0.0,0.0,0.0,0.0,77.11,
,175.26,,Nick Serra,,,0.0,0.0,2.0,0.1,1.73,0.0,77.11,
,167.64,,Matt Serra,172.72,,1.98,0.39,0.9,0.2,2.64,0.38,77.11,
,,,Nicholas Sergiacomi,,,4.38,0.55,0.0,0.0,3.94,0.0,77.11,
,187.96,,Alex Serdyukov,187.96,,4.94,0.48,1.8,0.55,3.1,0.67,77.11,
,182.88,,Ivan Serati,,,0.86,0.26,0.0,0.0,5.33,0.0,92.99,
,190.5,,Ray Seraille,,,5.29,0.27,0.0,0.0,17.65,0.0,111.58,
,167.64,,Kim In Seok,,,0.87,0.37,0.0,0.0,5.19,0.0,65.77,
,160.02,,YeDam Seo,160.02,,1.07,0.27,0.0,0.2,2.4,0.42,52.16,
,180.34,,Brandon Sene,,,0.0,0.0,0.0,0.0,0.0,0.0,92.99,
,175.26,,Mackens Semerzier,182.88,,2.91,0.45,2.1,0.5,3.48,0.5,65.77,
,182.88,,Andrei Semenov,,,0.78,0.15,0.4,0.8,2.44,0.55,83.91,
,185.42,,Matthew Semelsberger,190.5,,3.77,0.42,0.4,0.57,4.24,0.45,77.11,
,180.34,,Pete Sell,190.5,,2.6,0.42,0.9,0.21,3.65,0.47,77.11,
,182.88,,Stefan Sekulic,190.5,,1.83,0.5,0.5,0.33,2.83,0.25,77.11,
,177.8,,Tetsuya Seki,,,0.0,0.0,0.0,0.0,0.0,0.0,70.31,
,182.88,,Brendan Seguin,,,2.6,0.45,0.0,0.62,0.6,1.0,83.91,
,182.88,,Ray Sefo,,,0.86,0.31,0.0,0.0,1.71,0.66,108.86,
,175.26,,Rony Sefo,,,0.0,0.0,0.0,0.0,0.43,0.0,102.06,
,162.56,,Neil Seery,162.56,,3.56,0.41,1.6,0.27,3.79,0.53,56.7,
,182.88,,Kenneth Seegrist,,,3.21,0.66,14.4,0.0,1.28,0.4,83.91,
,182.88,,Matt Secor,,,0.51,0.2,3.0,1.0,0.81,0.0,77.11,
,193.04,,Mike Seal,,,5.5,0.68,0.0,0.0,3.33,0.33,83.91,
,190.5,,Zachary Scroggin,187.96,,2.4,0.37,0.0,0.0,8.8,0.0,77.11,
,,,Louis Lee Scott,,,0.0,0.0,0.0,0.0,0.0,0.0,61.23,
,175.26,,Greg Scott,,,3.9,0.55,0.0,1.0,7.79,0.0,65.77,
,185.42,,Brad Scott,193.04,,3.52,0.41,0.7,0.15,4.31,0.63,77.11,
,170.18,,Justin Scoggins,167.64,,3.56,0.51,0.5,0.63,2.16,0.82,56.7,
,,,Eric Schwartz,,,0.0,0.0,0.0,0.0,0.0,0.0,92.99,
,190.5,,Brian Schwartz,,,1.27,0.44,1.0,0.0,0.87,0.5,77.11,
,187.96,,Wes Schultz,195.58,,5.16,0.45,0.0,0.25,5.38,0.0,83.91,
,175.26,,Mark Schultz,,,0.0,0.0,0.0,0.0,0.0,0.0,90.72,
,160.02,,Lacey Schuckman,,,0.0,0.0,0.0,0.0,0.0,0.0,56.7,
,185.42,,Nate Schroeder,,,0.0,0.0,0.0,0.0,0.0,0.0,104.33,
,182.88,,Bob Schrijber,,,0.0,0.0,0.0,0.0,0.0,0.0,108.86,
,187.96,,Darrill Schoonover,,,1.2,0.33,1.1,0.0,4.35,0.5,99.79,
,190.5,,Bailey Schoenfelder,193.04,,0.0,0.0,0.0,0.0,9.86,0.0,120.2,
,190.5,,Alex Schoenauer,,,1.22,0.4,4.9,0.0,2.27,0.22,83.91,
,172.72,,Matt Schnell,177.8,,4.39,0.39,1.0,0.4,4.64,0.5,56.7,
,,,Colleen Schneider,,,2.17,0.48,0.0,0.5,2.5,0.6,61.23,
,,,Daniel Schmitt,,,0.0,0.0,0.0,0.0,0.0,0.0,83.91,
,172.72,,Adam Schindler,,,0.0,0.0,0.0,0.0,0.0,0.0,70.31,
,208.28,,Semmy Schilt,,,1.2,0.5,1.1,0.0,1.31,0.47,120.2,
,190.5,,Joe Schilling,,,2.84,0.52,0.0,0.0,2.64,0.44,83.91,
,172.72,,Pat Schilling,,,1.87,0.26,0.0,0.0,8.24,0.0,65.77,
,172.72,,Samy Schiavo,,,1.68,0.34,0.9,0.5,2.62,0.66,70.31,
,190.5,,Fabiano Scherner,,,1.31,0.31,0.0,0.33,3.2,0.4,116.57,
,175.26,,Antonio Schembri,,,0.72,0.26,0.4,0.4,2.12,0.0,92.99,
,187.96,,Matheus Scheffel,190.5,,1.33,0.36,0.0,0.0,3.0,1.0,92.99,
,193.04,,Brendan Schaub,198.12,,2.92,0.37,0.4,0.46,2.22,0.72,111.13,
,180.34,,Eric Schambari,,,1.43,0.42,1.0,0.42,1.07,0.0,83.91,
,187.96,,Kerry Schall,,,0.94,0.11,0.0,0.0,4.84,0.0,120.2,
,190.5,,Eric Schafer,193.04,,1.89,0.34,1.8,0.36,3.38,0.5,83.91,
,175.26,,Mark Scanlon,,,2.2,0.35,2.0,0.75,3.33,0.25,77.11,
,182.88,,Mikheil Sazhiniani,180.34,,2.27,0.28,0.0,0.0,3.03,1.0,92.99,
,195.58,,Brandon Sayles,,,0.0,0.0,0.0,0.0,0.0,0.0,120.2,
,170.18,,Matt Sayles,172.72,,4.83,0.41,0.7,0.16,2.81,0.81,70.31,
,182.88,,Lumumba Sayers,,,2.54,0.41,2.5,0.75,2.37,0.0,83.91,
,180.34,,Christien Savoie,182.88,,1.39,0.45,0.0,0.0,6.95,0.12,77.11,
,172.72,,Chris Saunders,,,1.48,0.22,0.0,1.0,2.96,0.0,70.31,
,177.8,,Chad W. Saunders,,,0.0,0.0,0.0,0.0,0.0,0.0,77.11,
,187.96,,Ben Saunders,195.58,,3.23,0.5,1.3,0.4,3.58,0.66,77.11,
,165.1,,Townsend Saunders,,,0.0,0.0,0.0,0.0,0.0,0.0,77.11,
,185.42,,Tom Sauer,,,0.0,0.0,0.0,0.0,0.0,0.0,119.29,
,167.64,,Jeimeson Saudino,,,0.66,0.3,2.5,0.5,0.82,0.0,61.23,
,,,Uran Satybaldiev,,,0.0,0.0,0.0,0.0,0.0,0.0,92.99,
,177.8,,Takashi Sato,185.42,,2.21,0.41,0.0,0.37,3.73,0.6,77.11,
,177.8,,Takenori Sato,,,0.46,0.33,0.0,0.0,12.92,0.0,77.11,
,185.42,,Masaaki Satake,,,1.4,0.35,0.0,0.0,3.76,0.58,99.79,
,165.1,,Keisuke Sasu,175.26,,2.76,0.49,1.9,0.4,2.42,0.61,65.77,
,182.88,,Paul Sass,185.42,,0.53,0.26,7.4,0.16,1.9,0.33,70.31,
,177.8,,Yuta Sasaki,180.34,,2.16,0.41,1.2,0.43,2.5,0.41,56.7,
,170.18,,Kyosuke Sasaki,,,0.33,0.45,0.0,0.0,0.93,0.0,83.01,
,187.96,,Yuki Sasaki,,,1.09,0.43,0.0,1.0,1.2,0.66,83.91,
,180.34,,Alexander Sarnavskiy,,,1.43,0.66,0.0,0.0,2.06,0.75,70.31,
,175.26,,Harris Sarmiento,,,0.84,0.25,0.0,0.6,3.46,0.57,70.31,
,167.64,,Diego Saraiva,,,1.64,0.32,0.7,0.4,3.58,0.0,70.31,
,172.72,,Jeka Saragih,175.26,,2.73,0.5,0.6,0.8,2.65,0.66,65.77,
,175.26,,Daniel Sarafian,185.42,,2.23,0.46,0.7,0.07,3.1,0.53,83.91,
,195.58,,Bob Sapp,,,3.19,0.55,0.0,1.0,1.88,0.72,158.76,
,175.26,,Nick Sanzo,,,0.0,0.0,0.0,0.0,0.0,0.0,86.18,
,170.18,,Mairon Santos,182.88,,4.14,0.45,0.0,0.0,2.37,0.4,65.77,
,182.88,,Djorden Santos,190.5,,7.2,0.43,0.0,0.4,5.87,0.86,83.91,
,167.64,,Luana Santos,170.18,,4.28,0.51,1.2,0.4,4.15,0.8,56.7,
,175.26,,Gabriel Santos,177.8,,4.35,0.6,1.2,0.54,4.31,0.87,65.77,
,170.18,,Daniel Santos,170.18,,4.26,0.37,0.0,0.5,5.12,0.73,61.23,
,193.04,,Edivan Santos,198.12,,1.55,0.48,0.0,0.0,7.09,0.25,112.49,
,162.56,,Marilia Santos,,,4.4,0.54,1.0,1.0,4.07,0.66,56.7,
,167.64,,Taila Santos,172.72,,3.39,0.48,1.1,0.76,2.64,0.86,56.7,
,167.64,,Yana Santos,172.72,,4.42,0.58,0.1,0.53,3.12,0.42,61.23,
,175.26,,Gleristone Santos,,,3.4,0.31,0.0,0.0,4.4,0.75,65.77,
,182.88,,Andre Santos,,,2.77,0.34,0.0,0.29,4.17,0.75,77.11,
,175.26,,Bruno Santos,,,1.18,0.46,0.3,0.37,2.27,0.66,83.91,
,187.96,,Thiago Santos,193.04,,3.72,0.48,0.1,0.33,2.57,0.65,92.99,
,182.88,,Leonardo Santos,190.5,,2.82,0.46,0.2,0.25,3.4,0.86,70.31,
,165.1,,Iliarde Santos,170.18,,3.0,0.3,0.0,0.23,6.1,0.83,56.7,
,185.42,,Luis Santos,,,4.4,0.57,0.0,0.0,4.0,0.0,77.11,
,177.8,,Evangelista Santos,193.04,,3.94,0.36,0.4,1.0,6.01,0.5,77.11,
,,,Paulo Santos,,,0.0,0.0,0.0,0.0,0.0,0.0,,
,,,Adriano Santos,,,0.0,0.0,0.0,0.0,0.0,0.0,,
,187.96,,Art Santore,,,1.4,0.12,0.0,0.0,7.31,1.0,83.91,
,,,Jose Santibanez,,,0.0,0.0,0.0,0.0,0.0,0.0,70.31,
,170.18,,Richie Santiago,170.18,,3.87,0.49,0.0,0.0,4.87,0.25,61.23,
,170.18,,Will Santiago,,,1.47,0.39,0.0,0.5,5.53,1.0,83.91,
,177.8,,Mike Santiago,175.26,,3.44,0.49,1.1,0.5,3.58,0.53,65.77,
,185.42,,Jorge Santiago,190.5,,1.69,0.35,0.8,0.3,2.62,0.52,77.11,
,165.1,,Sean Santella,,,0.0,0.0,0.0,0.0,0.0,0.0,56.7,
,185.42,,Shaheen Santana,190.5,,0.82,0.42,2.8,0.0,1.65,0.0,70.31,
,170.18,,Duda Santana,185.42,,6.01,0.39,0.0,0.6,2.72,0.0,65.77,
,175.26,,Jonathan Santa Maria,,,3.6,0.51,0.0,0.0,2.53,0.8,56.7,
,180.34,,Martin Sano,190.5,,4.0,0.33,0.0,0.0,12.0,0.0,77.11,
,180.34,,Yuhi Sano,,,0.0,0.0,0.0,0.0,0.0,0.0,110.22,
,162.56,,Roldan Sangcha'an,,,2.71,0.46,0.0,0.6,2.15,0.68,56.7,
,180.34,,Chris Sanford,,,0.23,0.5,3.5,0.0,3.22,0.0,83.91,
,157.48,,Hector Sandoval,162.56,,3.31,0.52,1.4,0.25,2.33,0.71,56.7,
,170.18,,Joseph Sandoval,,,1.82,0.42,0.0,0.0,12.12,0.0,61.23,
,,,Raul Sandoval,,,0.0,0.0,0.0,0.0,0.0,0.0,58.97,
,,,Hugo Sandoval,,,0.0,0.0,0.0,0.0,0.0,0.0,61.23,
,180.34,,Cory Sandhagen,177.8,,5.02,0.44,0.3,0.32,3.46,0.63,61.23,
,172.72,,Jerrod Sanders,182.88,,0.88,0.64,1.6,0.33,1.14,0.5,61.23,
,167.64,,Luke Sanders,170.18,,6.61,0.52,0.2,0.3,4.37,0.72,61.23,
,182.88,,Jesse Sanders,,,0.0,0.0,0.0,0.0,6.45,0.5,77.11,
,167.64,,Robert Sanchez,167.64,,0.96,0.4,0.7,0.62,1.78,0.5,56.7,
,185.42,,Andrew Sanchez,187.96,,4.3,0.43,0.0,0.36,5.1,1.0,83.91,
,177.8,,Erick Sanchez,,,0.0,0.0,0.0,0.0,0.0,0.0,65.77,
,175.26,,Emmanuel Sanchez,180.34,,4.45,0.35,0.5,0.06,4.17,0.16,65.77,
,167.64,,Joby Sanchez,172.72,,3.22,0.36,0.4,0.71,2.82,0.51,61.23,
,177.8,,Donald Sanchez,,,0.58,0.5,0.0,0.0,1.16,0.5,65.77,
,170.18,,Bobby Sanchez,,,0.0,0.0,0.0,0.0,0.0,1.0,70.31,
,190.5,,Julian Sanchez,,,0.0,0.0,0.0,0.0,0.0,0.0,136.08,
,187.96,,Eddie Sanchez,187.96,,3.45,0.43,0.0,0.26,3.3,0.42,104.33,
,177.8,,Diego Sanchez,182.88,,2.69,0.37,0.8,0.24,3.02,0.46,77.11,
,177.8,,Josh San Diego,,,0.0,0.0,0.0,0.0,0.0,0.0,61.23,
,162.56,,Josh Sampo,162.56,,1.99,0.36,2.1,0.33,2.96,0.4,56.7,
,172.72,,Johnny Sampaio,,,1.32,0.4,9.9,0.5,2.64,0.0,77.11,
,190.5,,Josh Samman,200.66,,2.08,0.52,0.4,0.33,2.47,0.33,83.91,
,175.26,,Dylan Salvador,175.26,,4.34,0.37,0.0,0.0,11.57,0.0,70.31,
,170.18,,Vinicius Salvador,177.8,,5.48,0.43,0.0,0.11,6.5,0.86,61.23,
,185.42,,John Salter,187.96,,1.68,0.32,0.5,0.46,1.68,0.66,83.91,
,175.26,,Boston Salmon,175.26,,4.13,0.37,0.0,0.0,7.75,1.0,61.23,
,177.8,,Sean Salmon,,,1.49,0.33,0.0,0.5,2.03,0.0,83.91,
,182.88,,Quillan Salkilld,190.5,,5.68,0.56,1.0,0.4,4.18,1.0,70.31,
,177.8,,Brandon Saling,,,2.88,0.4,0.0,0.0,6.08,0.57,77.11,
,185.42,,Gabriel Salinas-Jones,,,0.0,0.0,0.0,0.0,0.0,0.0,111.13,
,180.34,,Muslim Salikhov,177.8,,3.38,0.49,0.0,0.32,2.9,0.72,77.11,
,177.8,,John Salgado,,,0.99,0.5,0.0,0.0,1.86,0.5,77.11,
,180.34,,Luis Saldana,185.42,,5.16,0.5,0.2,0.17,3.65,0.44,65.77,
,170.18,,Roman Salazar,,,1.95,0.39,0.0,0.18,2.89,0.5,61.23,
,182.88,,Ivan Salaverry,,,3.01,0.47,2.5,0.18,1.19,0.36,83.91,
,172.72,,Justin Salas,177.8,,3.42,0.43,0.0,0.2,2.96,0.0,70.31,
,170.18,,Ryuta Sakurai,,,1.8,0.48,1.6,1.0,3.44,0.36,83.01,
,170.18,,Hayato Sakurai,,,2.45,0.49,0.3,0.69,1.94,0.56,76.2,
,182.88,,Kazushi Sakuraba,,,1.26,0.41,1.7,0.31,2.03,0.48,83.91,
,182.88,,Gokhan Saki,185.42,,7.09,0.58,0.0,0.0,4.57,1.0,92.99,
,175.26,,Wataru Sakata,,,1.11,0.61,0.0,0.0,2.08,0.0,88.45,
,182.88,,Alessio Sakara,182.88,,3.96,0.47,0.0,0.78,2.8,0.62,83.91,
,190.5,,Augusto Sakai,195.58,,4.6,0.49,0.0,0.4,3.83,0.56,120.2,
,175.26,,Yukio Sakaguchi,,,0.3,0.25,9.0,1.0,2.4,0.0,83.91,
,172.72,,Lukasz Sajewski,180.34,,2.06,0.35,0.0,0.25,3.88,0.66,70.31,
,190.5,,Ovince Saint Preux,203.2,,3.03,0.47,0.5,0.36,3.33,0.67,92.99,
,180.34,,Benoit Saint Denis,185.42,,5.17,0.53,1.2,0.37,4.98,0.68,70.31,
,182.88,,Tatsuya Saika,185.42,,6.67,0.44,0.0,0.0,9.91,0.66,70.31,
,177.8,,Kiru Sahota,185.42,,4.05,0.52,0.5,0.33,2.64,0.5,56.7,
,180.34,,Jason Saggo,180.34,,2.5,0.39,0.0,0.4,2.94,0.23,70.31,
,177.8,,Tarec Saffiedine,177.8,,4.05,0.47,0.1,0.36,3.06,0.84,77.11,
,185.42,,Saparbeg Safarov,198.12,,4.03,0.48,0.0,0.41,2.96,0.33,83.91,
,167.64,,Frankie Saenz,167.64,,3.94,0.47,0.1,0.31,3.5,0.61,61.23,
,177.8,,Nazim Sadykhov,175.26,,4.7,0.46,0.3,0.62,5.66,0.75,70.31,
,177.8,,Amir Sadollah,190.5,,4.71,0.46,0.3,0.27,3.55,0.6,77.11,
,172.72,,Pat Sabatini,177.8,,1.94,0.59,2.0,0.44,1.47,0.5,65.77,
,177.8,,Danny Sabatello,180.34,,2.07,0.57,1.0,0.75,0.2,1.0,61.23,
,,,Pete Sabala,,,0.0,0.0,0.0,0.0,0.0,0.0,61.23,
,172.72,,Cameron Saaiman,170.18,,5.32,0.46,0.7,0.28,4.18,0.47,61.23,
,167.64,,Yusup Saadulaev,,,0.57,0.45,1.0,0.6,0.96,0.0,61.23,
,185.42,,Mike Russow,185.42,,1.55,0.47,0.7,0.43,2.9,0.0,115.67,
,152.4,,Montserrat Conejo Ruiz,154.94,,0.79,0.27,0.8,0.83,4.96,0.33,52.16,
,167.64,,Paul Ruiz,,,1.4,0.33,20.9,0.0,1.4,1.0,61.23,
,187.96,,Anthony Ruiz,,,2.56,0.64,0.0,0.31,1.67,0.21,92.99,
,170.18,,Eddie Ruiz,,,0.2,0.25,0.0,0.12,1.4,0.0,70.31,
,180.34,,Mauricio Ruffy,190.5,,4.54,0.58,0.0,0.0,4.59,1.0,70.31,
,177.8,,Gabe Ruediger,,,1.7,0.31,0.0,0.11,5.16,0.28,70.31,
,165.1,,Rodolfo Rubio Perez,,,1.13,0.36,0.0,0.33,1.0,0.33,65.77,
,177.8,,Rodrigo Ruas,,,1.28,0.35,0.0,0.0,7.0,0.0,83.91,
,185.42,,Marco Ruas,,,0.0,0.0,0.0,0.0,0.0,0.0,95.25,
,180.34,,Murilo Rua,,,2.48,0.45,1.2,0.45,1.85,0.37,83.91,
,185.42,,Mauricio Rua,193.04,,3.57,0.5,0.7,0.48,2.79,0.49,92.99,
,187.96,,Jairzinho Rozenstruik,198.12,,3.48,0.48,0.0,0.0,2.63,0.72,109.77,
,175.26,,Brandon Royval,172.72,,4.46,0.39,1.2,0.75,3.06,0.45,56.7,
,,,Brad Royster,,,0.0,0.0,0.0,0.0,0.0,0.0,61.23,
,,,Kain Royer,,,0.0,0.0,4.1,0.0,1.63,0.0,83.91,
,187.96,,Cam Rowston,198.12,,2.13,0.49,1.0,0.0,1.87,0.28,83.91,
,190.5,,Phil Rowe,203.2,,3.65,0.49,0.3,0.36,4.34,0.56,77.11,
,172.72,,Roberta Rovel,,,0.87,0.46,0.0,0.0,3.0,1.0,65.77,
,172.72,,Ray Routh,,,0.54,0.21,0.0,0.33,3.22,0.0,83.91,
,170.18,,Ronda Rousey,167.64,,4.17,0.52,4.8,0.68,4.14,0.5,61.23,
,185.42,,Khalil Rountree Jr.,193.04,,3.73,0.38,0.1,0.0,4.51,0.58,92.99,
,182.88,,Rick Roufus,,,0.53,0.33,0.0,0.0,1.06,0.5,93.89,
,193.04,,Ben Rothwell,198.12,,3.71,0.42,0.4,0.34,4.63,0.7,120.2,
,182.88,,Kristian Rothaermel,,,0.75,0.5,0.0,0.0,2.49,0.0,92.99,
,195.58,,Nick Rossborough,,,2.8,0.35,0.0,0.0,4.33,1.0,92.99,
,167.64,,Shannon Ross,167.64,,5.96,0.39,0.0,0.0,7.39,1.0,56.7,
,,,Zach Rosol,,,0.0,0.0,0.0,0.0,14.21,0.0,110.22,
,193.04,,Kevin Rosier,,,0.0,0.0,0.0,0.0,0.0,0.0,124.74,
,187.96,,Jared Rosholt,190.5,,2.08,0.46,0.1,0.41,1.52,0.66,120.2,
,185.42,,Jake Rosholt,,,2.68,0.53,1.8,0.68,2.33,0.0,83.91,
,160.02,,Hilarie Rose,160.02,,2.33,0.33,0.0,0.0,6.13,1.0,52.16,
,175.26,,Raul Rosas Jr.,170.18,,1.55,0.43,1.3,0.39,1.43,0.0,61.23,
,180.34,,Jacob Rosales,187.96,,7.19,0.46,0.6,0.18,10.66,0.5,70.31,
,165.1,,Karol Rosa,170.18,,6.22,0.55,0.0,0.46,4.84,0.7,61.23,
,175.26,,Charles Rosa,175.26,,3.08,0.36,1.0,0.35,3.86,0.38,65.77,
,193.04,,Aaron Rosa,195.58,,4.03,0.47,0.4,0.33,4.41,0.85,92.99,
,167.64,,Joao Roque,,,0.0,0.0,0.0,0.0,0.0,0.0,70.31,
,185.42,,George Roop,182.88,,3.43,0.34,0.1,0.57,2.47,0.59,61.23,
,177.8,,Jesse Ronson,177.8,,3.54,0.47,0.5,0.28,3.39,0.57,70.31,
,175.26,,Rongzhu,180.34,,5.9,0.51,0.2,0.62,5.51,0.84,70.31,
,160.02,,Juancamilo Ronderos,162.56,,2.18,0.3,0.0,0.33,2.18,0.0,56.7,
,162.56,,Cortavious Romious,172.72,,2.1,0.37,1.0,0.66,3.02,0.7,61.23,
,167.64,,Mara Romero Borella,175.26,,2.54,0.37,0.2,0.44,2.48,0.66,56.7,
,172.72,,Roberto Romero,177.8,,4.93,0.47,0.0,0.0,8.07,0.66,65.77,
,177.8,,Kaleio Romero,175.26,,2.6,0.48,1.0,0.08,3.27,0.0,65.77,
,180.34,,Anthony Romero,177.8,,5.87,0.52,0.0,0.22,4.0,1.0,70.31,
,182.88,,Yoel Romero,185.42,,3.44,0.49,0.0,0.3,3.05,0.78,83.91,
,182.88,,Ricardo Romero,193.04,,2.17,0.55,3.3,0.1,4.77,1.0,92.99,
,187.96,,Alexandr Romanov,190.5,,3.78,0.51,0.9,0.55,2.13,0.28,118.84,
,185.42,,Tim Roman,,,0.6,0.4,0.0,1.0,2.4,0.16,77.11,
,175.26,,Jared Rollins,,,3.33,0.57,1.2,0.5,2.41,0.5,77.11,
,177.8,,Shane Roller,182.88,,2.04,0.34,1.9,0.33,2.65,0.42,70.31,
,172.72,,Marcelo Rojo,180.34,,4.92,0.39,0.0,0.5,6.42,0.66,65.77,
,185.42,,Max Rohskopf,180.34,,1.7,0.31,1.5,0.33,5.8,0.0,70.31,
,182.88,,Pete Rogers Jr.,,,0.66,0.15,0.0,0.0,1.71,0.0,65.77,
,180.34,,Brian Rogers,,,4.79,0.38,0.6,0.5,5.76,1.0,83.91,
,195.58,,Brett Rogers,205.74,,3.17,0.44,0.0,0.0,3.2,0.58,120.2,
,185.42,,Marcos Rogerio de Lima,190.5,,3.7,0.57,0.5,0.45,2.9,0.59,114.76,
,187.96,,Nick Roehrick,,,2.31,0.17,0.0,0.0,6.92,0.0,92.99,
,175.26,,Pete Rodriguez,180.34,,9.28,0.43,0.0,0.0,12.83,1.0,77.11,
,170.18,,Christian Rodriguez,180.34,,3.54,0.48,1.2,0.53,2.41,0.69,65.77,
,160.02,,Piera Rodriguez,160.02,,3.4,0.48,0.0,0.51,2.63,0.66,52.16,
,165.1,,Victor Rodriguez,170.18,,1.59,0.37,0.0,0.0,6.11,0.0,56.7,
,172.72,,Drako Rodriguez,175.26,,3.37,0.36,0.7,0.66,4.4,0.75,61.23,
,167.64,,Ronaldo Rodriguez,165.1,,2.13,0.44,1.1,0.5,3.15,0.64,56.7,
,170.18,,Ray Rodriguez,177.8,,0.9,0.27,0.0,0.5,3.89,0.44,61.23,
,185.42,,Daniel Rodriguez,187.96,,7.5,0.49,0.1,0.54,5.47,0.57,77.11,
,167.64,,Marina Rodriguez,165.1,,4.64,0.46,0.2,0.5,3.04,0.62,52.16,
,193.04,,Mike Rodriguez,208.28,,4.35,0.53,0.0,0.0,4.24,0.37,92.99,
,180.34,,Yair Rodriguez,180.34,,4.65,0.46,0.7,0.27,3.99,0.58,65.77,
,175.26,,Manuel Rodriguez,,,0.81,0.33,0.0,0.75,3.23,0.0,77.11,
,193.04,,Ricco Rodriguez,,,1.85,0.51,1.0,0.39,1.15,0.4,120.2,
,170.18,,Paul Rodriguez,,,0.84,1.0,0.0,0.0,1.68,0.5,70.31,
,165.1,,Kleydson Rodrigues,170.18,,4.58,0.57,0.6,0.22,2.29,0.53,61.23,
,190.5,,Gregory Rodrigues,190.5,,5.6,0.53,0.3,0.38,4.95,0.88,83.91,
,180.34,,Kevin Roddy,,,2.64,0.3,0.0,0.0,2.38,0.5,65.77,
,190.5,,Luke Rockhold,195.58,,4.1,0.49,1.0,0.29,2.68,0.65,83.91,
,182.88,,Keith Rockel,,,1.13,0.73,4.6,0.75,0.21,1.0,83.91,
,160.02,,Lucas Rocha,162.56,,2.0,0.44,0.0,0.0,4.48,0.61,56.7,
,,,Pedro Rocha,,,0.0,0.0,0.0,0.0,0.0,0.0,,
,177.8,,Carlos Eduardo Rocha,185.42,,1.24,0.34,1.4,0.0,1.85,0.52,77.11,
,177.8,,Vagner Rocha,185.42,,2.64,0.42,1.9,0.33,4.5,0.5,70.31,
,182.88,,Damonte Robinson,195.58,,0.0,0.0,0.0,0.0,0.0,0.0,70.31,
,175.26,,Alvin Robinson,172.72,,1.57,0.5,1.2,0.5,1.29,0.25,70.31,
,193.04,,Colin Robinson,,,6.19,0.69,5.2,1.0,7.91,0.5,110.22,
,182.88,,Mark Robinson,,,0.0,0.0,0.0,0.0,5.8,0.0,120.2,
,162.56,,Chad Robichaux,,,0.0,0.0,0.0,0.0,0.0,0.0,61.23,
,165.1,,Gillian Robertson,160.02,,2.89,0.48,1.0,0.39,2.95,0.41,52.16,
,177.8,,Kenny Robertson,187.96,,3.72,0.47,0.8,0.26,3.02,0.57,77.11,
,187.96,,Roosevelt Roberts,185.42,,2.84,0.43,0.7,0.26,3.1,0.5,70.31,
,185.42,,Danny Roberts,187.96,,3.18,0.39,0.2,0.09,3.73,0.57,77.11,
,187.96,,Buddy Roberts,,,2.17,0.34,0.7,0.0,2.08,0.76,83.91,
,177.8,,Daniel Roberts,187.96,,0.73,0.2,2.5,0.44,2.27,0.4,77.11,
,180.34,,Taylor Roberts,,,0.0,0.0,0.0,0.0,0.0,0.0,77.11,
,167.64,,Ryan Roberts,,,0.0,0.0,0.0,0.0,22.5,0.0,70.31,
,175.26,,Tyrone Roberts,,,0.0,0.0,0.0,0.0,0.0,0.0,83.91,
,187.96,,Joey Roberts,,,0.0,0.0,0.0,0.0,0.0,0.0,90.72,
,185.42,,David Roberts,,,0.0,0.0,0.0,0.0,0.0,0.0,77.11,
,187.96,,Andre Roberts,,,0.0,0.0,0.0,0.0,0.0,0.0,156.49,
,185.42,,Karl Roberson,187.96,,2.57,0.51,0.5,0.4,2.42,0.4,92.99,
,160.02,,Kali Robbins,160.02,,3.73,0.46,0.0,0.33,9.4,0.0,52.16,
,165.1,,Justin Robbins,,,0.67,0.37,0.0,0.0,3.2,0.0,61.23,
,170.18,,Theo Rlayang,165.1,,5.93,0.48,0.0,0.4,8.4,0.0,65.77,
,185.42,,Pedro Rizzo,,,1.93,0.34,0.0,0.28,3.02,0.78,109.32,
,160.02,,Nicdali Rivera-Calanoc,,,1.82,0.2,0.0,0.0,2.42,0.0,47.63,
,177.8,,Jerome Rivera,182.88,,3.21,0.33,0.0,0.0,2.6,0.4,56.7,
,167.64,,Irwin Rivera,170.18,,3.36,0.44,0.0,0.16,5.07,0.7,61.23,
,162.56,,Jimmie Rivera,172.72,,4.03,0.4,0.1,0.27,3.9,0.92,61.23,
,,,Jonathan Rivera,,,4.36,0.49,0.0,0.0,3.9,0.0,70.31,
,172.72,,Francisco Rivera,177.8,,4.07,0.41,0.6,0.63,3.16,0.68,61.23,
,177.8,,Mario Rivera,,,0.0,0.0,0.0,0.0,8.41,0.0,77.11,
,185.42,,Dante Rivera,,,2.27,0.53,0.0,0.0,4.0,0.16,83.91,
